,name,address,city,state,postal_code,stars,review_count,is_open,attributes,categories,hours
20580,Nachlo,1443 Tremont St,Roxbury Crossing,MA,02120,4.0,45,1,"{'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True'}","['Pakistani', 'Mexican', 'Halal', 'Restaurants']","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
20995,Bangkok Pinto,1041 Tremont St,Boston,MA,02120,4.0,109,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'Alcohol': ""'none'""}","['Thai', 'Caterers', 'EventPlanning&Services', 'Restaurants']","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
21451,Dunkin',115 Forsyth St,Boston,MA,02115,3.0,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","['Food', 'Donuts', 'Coffee&Tea', 'Restaurants']","{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0'}"
21798,Subway,"393 Massachusetts Ave, Space F-1",Boston,MA,02115,3.0,15,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'HasTV': 'True'}","['Sandwiches', 'Restaurants', 'FastFood']","{'Monday': '6:0-0:30', 'Tuesday': '6:0-0:30', 'Wednesday': '6:0-0:30', 'Thursday': '6:0-0:30', 'Friday': '6:0-0:30', 'Saturday': '8:0-0:30', 'Sunday': '9:0-0:30'}"
21838,Sebastians Caf̩ & Catering,251 Massachusetts Ave,Boston,MA,02115,3.0,8,0,"{'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'""}","['Restaurants', 'Sandwiches', 'American(New)']","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-20:0'}"
21948,Moby Dick,269 Huntington Ave,Boston,MA,02115,3.5,149,1,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'yes_free'"", 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True'}","['MiddleEastern', 'Restaurants', 'Persian/Iranian']","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:30'}"
22031,Zigo,"3 Blackfan Cir, Center for Life Science Boston, 2nd Fl",Boston,MA,02115,2.5,5,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True'}","['Coffee&Tea', 'Restaurants', 'Sandwiches', 'Food']","{'Monday': '8:0-19:0', 'Tuesday': '8:0-19:0', 'Wednesday': '8:0-19:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0'}"
22131,Asta,47 Massachusetts Ave,Boston,MA,02115,4.0,189,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '4', 'WiFi': ""u'no'"", 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}","['American(New)', 'WineBars', 'Tapas/SmallPlates', 'Nightlife', 'Bars', 'Restaurants']","{'Tuesday': '18:0-22:30', 'Wednesday': '18:0-22:30', 'Thursday': '18:0-22:30', 'Friday': '18:0-22:30', 'Saturday': '18:0-22:30'}"
22416,Haju Kitchen,175 Massachusetts Ave,Boston,MA,02115,3.5,136,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'HasTV': 'True'}","['Korean', 'Mexican', 'AsianFusion', 'Restaurants', 'ChickenWings', 'Soup']","{'Monday': '11:30-22:30', 'Tuesday': '11:30-22:30', 'Wednesday': '11:30-22:30', 'Thursday': '11:30-22:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:30'}"
22534,La Piazza at Eataly Boston,800 Boylston St,Boston,MA,02115,3.0,16,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsPriceRange2': '2'}","['Italian', 'Bars', 'WineBars', 'Nightlife', 'Restaurants']","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '7:0-23:0'}"
22563,Museum Of Fine Arts,465 Huntington Ave,Boston,MA,02115,4.5,790,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'quiet'""}","['Museums', 'Shopping', 'Restaurants', 'ArtGalleries', 'Education', 'ArtMuseums', 'Arts&Crafts', 'Arts&Entertainment']","{'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
22831,Pavement Coffeehouse,44 Gainsborough St,Boston,MA,02115,3.5,263,1,"{'WiFi': ""'free'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'""}","['Coffee&Tea', 'Restaurants', 'Sandwiches', 'Breakfast&Brunch', 'Bagels', 'Food']","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
22867,Mama's Place,764 Huntington Ave,Boston,MA,02115,3.5,171,1,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True'}","['American(Traditional)', 'Burgers', 'Restaurants', 'Greek', 'Salad', 'ChickenWings', 'Seafood']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0'}"
23010,Supreme Pizza,177 Massachusetts Ave,Boston,MA,02115,3.0,132,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True'}","['Restaurants', 'Sandwiches', 'Pizza']","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-2:0'}"
23025,Butterfly Falafel,1420 Tremont St,Roxbury Crossing,MA,02120,3.5,48,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","['MiddleEastern', 'Mediterranean', 'Coffee&Tea', 'Food', 'Restaurants', 'Sandwiches', 'Falafel']","{'Monday': '8:0-18:30', 'Tuesday': '8:0-18:30', 'Wednesday': '8:0-18:30', 'Thursday': '8:0-18:30', 'Friday': '8:0-18:30', 'Saturday': '9:0-14:0', 'Sunday': '9:0-14:0'}"
23037,Chinese Food Truck,Louis Pasteur Ave,Boston,MA,02115,3.5,30,1,"{'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""'average'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True'}","['Chinese', 'Restaurants', 'FoodStands']","{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0'}"
23950,Tatte Bakery & Cafe,160 Massachusetts Ave,Boston,MA,02115,4.5,17,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'""}","['Food', 'Bakeries', 'Restaurants', 'Cafes']","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-19:0'}"
23959,Orange Corner Cafe,374 Massachusetts Ave,Boston,MA,02115,3.5,26,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'WiFi': ""u'paid'"", 'GoodForKids': 'True'}","['Restaurants', 'Cafes', 'Food', 'Coffee&Tea']","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '8:0-22:0'}"
24628,Pita,197A Massachusetts Ave,Boston,MA,02115,4.0,118,0,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","['Moroccan', 'Food', 'Halal', 'Restaurants', 'MiddleEastern', 'Mediterranean']","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
24769,Kings Dining & Entertainment,50 Dalton St,Boston,MA,02115,3.0,514,1,"{'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'no'"", 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'NoiseLevel': ""u'very_loud'"", 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""'full_bar'"", 'CoatCheck': 'True', 'Smoking': ""u'no'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'True'}","['PoolHalls', 'SportsBars', 'Bowling', 'EventPlanning&Services', 'American(Traditional)', 'Restaurants', 'Nightlife', 'Bars', 'ActiveLife', 'Party&EventPlanning', 'CocktailBars']","{'Monday': '11:0-1:0', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '14:0-21:30', 'Sunday': '12:0-1:0'}"
24804,Sunrise Chinese Food,1033 Tremont St,Roxbury Crossing,MA,02120,3.0,76,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'quiet'"", 'BikeParking': 'True', 'WiFi': ""'no'""}","['Chinese', 'Restaurants']","{'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-3:0', 'Saturday': '15:0-3:0', 'Sunday': '15:0-2:0'}"
24844,Casa Romero,30 Gloucester St,Boston,MA,02115,3.5,535,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'BYOBCorkage': ""'no'"", 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True'}","['Mediterranean', 'Spanish', 'Restaurants', 'Mexican']","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '13:0-21:0'}"
24909,India Samraat,51A Massachusetts Ave,Boston,MA,02115,3.5,117,0,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Alcohol': ""u'beer_and_wine'""}","['FoodDeliveryServices', 'Restaurants', 'Indian', 'Food']","{'Monday': '12:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '15:0-22:0'}"
24990,Bombay Cafe,175 Massachusetts Ave,Boston,MA,02115,3.0,102,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'no'"", 'GoodForKids': 'True', 'Caters': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True'}","['Indian', 'Pakistani', 'Restaurants', 'Buffets']","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
25294,Loretta's Last Call,1 Lansdowne St,Boston,MA,02115,3.5,245,1,"{'RestaurantsTableService': 'True', 'NoiseLevel': ""u'loud'"", 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'CoatCheck': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForDancing': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True'}","['Southern', 'MusicVenues', 'Restaurants', 'Nightlife', 'American(Traditional)', 'Arts&Entertainment', 'Bars', 'BeerBar']","{'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-0:0', 'Saturday': '10:30-0:0', 'Sunday': '10:30-21:0'}"
25303,The Lower Depths,476 Commonwealth Ave,Boston,MA,02115,3.5,480,0,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'Smoking': ""u'no'""}","['Tacos', 'Bars', 'Mexican', 'Restaurants', 'American(Traditional)', 'Nightlife', 'Pubs']","{'Monday': '16:0-1:0', 'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-1:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-1:0'}"
25677,Nan Ling,179 Massachusetts Ave,Boston,MA,02115,1.5,107,0,"{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'BYOBCorkage': ""'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True'}","['Chinese', 'Restaurants']","{'Monday': '11:0-3:0', 'Tuesday': '9:0-3:0', 'Wednesday': '11:0-3:0', 'Friday': '11:0-3:30', 'Saturday': '11:0-3:30', 'Sunday': '12:0-3:0'}"
25855,Boston Indian Kitchen,51A Massachusetts Ave,Boston,MA,02115,4.0,88,0,"{'Alcohol': ""'beer_and_wine'"", 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'BikeParking': 'True', 'WiFi': ""u'free'""}","['Restaurants', 'FastFood', 'Indian', 'Pakistani']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
25890,Ali's Roti Restaurant & Takeout,1035 Tremont St,Roxbury Crossing,MA,02120,4.0,64,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'WiFi': ""'no'"", 'BikeParking': 'True', 'HasTV': 'True'}","['Diners', 'Restaurants', 'Caribbean', 'Indian', 'Wraps']","{'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}"
26497,Cafeteria Boston,279A Newbury St,Boston,MA,02115,3.5,943,0,"{'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'no'"", 'WiFi': ""u'no'"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'Smoking': ""u'no'"", 'RestaurantsTableService': 'True', 'GoodForKids': 'True', 'WheelchairAccessible': 'True'}","['Restaurants', 'Bars', 'CocktailBars', 'Nightlife', 'American(New)', 'Breakfast&Brunch']","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '9:0-23:0'}"
26814,Sushi Station,"1562 Tremont St, Ste 1",Boston,MA,02120,4.0,169,0,"{'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsReservations': 'True'}","['EthnicFood', 'SpecialtyFood', 'Food', 'SushiBars', 'Restaurants', 'Japanese']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Sunday': '16:0-21:0'}"
26984,Two Saints Tavern,52 Gainsborough St,Boston,MA,02115,2.5,19,1,"{'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True'}","['Nightlife', 'Bars', 'American(Traditional)', 'Restaurants']","{'Monday': '11:30-2:0', 'Tuesday': '11:30-2:0', 'Wednesday': '11:30-2:0', 'Thursday': '11:30-2:0', 'Friday': '11:30-2:0', 'Saturday': '11:30-2:0', 'Sunday': '11:30-2:0'}"
27052,Trident Booksellers & Caf̩,338 Newbury St,Boston,MA,02115,3.5,1838,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'Alcohol': ""'beer_and_wine'"", 'BYOBCorkage': ""'yes_free'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'WheelchairAccessible': 'True'}","['Food', 'Breakfast&Brunch', 'Bookstores', 'JuiceBars&Smoothies', 'Restaurants', 'Books', 'Mags', 'Music&Video', 'Shopping', 'Sandwiches']","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
27854,Chef Chang's on Back Bay,30 Massachusetts Ave,Boston,MA,02115,3.5,87,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True'}","['Noodles', 'Szechuan', 'Chinese', 'Soup', 'Restaurants']","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
27911,Panera Bread,888 Commonwealth Ave,Brookline,MA,02115,2.5,63,0,"{'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True'}","['Restaurants', 'Bagels', 'Soup', 'Bakeries', 'Sandwiches', 'Breakfast&Brunch', 'Salad', 'Food']","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '6:0-22:0', 'Sunday': '7:0-22:0'}"
28227,Subway,904 Huntington Ave,Boston,MA,02115,3.0,17,1,"{'GoodForKids': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True'}","['Restaurants', 'Food', 'Sandwiches', 'FastFood']","{'Monday': '9:30-22:0', 'Tuesday': '9:30-22:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:30-22:0', 'Saturday': '10:15-21:0', 'Sunday': '10:15-21:0'}"
28275,Kwik-E Submarine,738 Huntington Ave,Boston,MA,02115,3.0,20,0,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'""}","['Restaurants', 'Delis', 'Pizza', 'Sandwiches']","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}"
